Unnamed: 0,Title,Video ID,Published At,Keyword,Likes,Comments,Views,pop_score
339,"Stocks moving in after hours: Nordstrom, Urban Outfitters, Intuit, Toll Brothers, AMC and APE",7RvBj9r5Dhg,2022/8/23,finance,29,2,2285,1.693137463441179e-06
340,William Ackman: Everything You Need to Know About Finance and Investing in Under an Hour | Big Think,WEDIj9JBTC8,2012/11/27,finance,213398,13619,9450554,0.011592242230732358
341,Money and Finance: Crash Course Economics #11,Dugn51K_6WA,2015/10/14,finance,17269,903,1366364,0.0008563847834077329
342,"Stocks moving in after hours: Bed Bath &amp; Beyond, Apple, Tesla, Walmart, Target",dCfCJ1kAPeQ,2022/8/19,finance,68,40,7325,2.759301251816419e-05
343,Is the real estate market sliding into a &#39;house recession&#39;?,eQeoqm8q1m8,2022/8/18,finance,96,45,12456,3.1136696460414e-05
344,U.S. Defense briefing on aid to Ukraine at 2:30PM EST,wjhbTqGt5tc,2022/8/24,finance,14,3,1195,2.117003019330697e-06
345,"Mohamed El-Erian predicts Fed moves and the housing market: August 21, 2013",12VhIiNsmoQ,2022/8/21,finance,490,185,32926,0.00012814920495935893
346,&#39;One Man&#39;s Freebie Is Another Man&#39;s Social Spending&#39;: Tamil Nadu Finance Minister | No Spin,Z1zGF078tWw,2022/8/17,finance,4590,1035,255706,0.0007266716052003304
347,Seven Steps to Financial Wellness | Arpit Arora | TEDxChowringhee,FoLhnfKA-B4,2022/8/19,finance,69,2,3534,2.6339842761328544e-06
348,Chappelle&#39;s Show - Wu-Tang Financial (ft. RZA and GZA) - Uncensored,zhUnEg0he4A,2017/12/31,finance,39868,1068,2797148,0.001527419376901717
349,"Fed: &#39;Things break&#39; when you start quantitative tightening, strategist says",C0YBeTs3Sr0,2022/8/19,finance,83,32,8862,2.2191183623430193e-05
350,"Why eggs are becoming more expensive, according to Vital Farms CEO",PMbu27Yjs40,2022/8/20,finance,51,36,4384,2.4796665113254787e-05
351,Tamil Nadu Finance Min Palanivel Thiagarajan&#39;s Viral &amp; Fiery Retort To Modi Govt On Freebies,DUi-noArzW8,2022/8/17,finance,19621,7087,890196,0.004900277180814141
352,Gravitas Plus | Financial Literacy: The need of the hour,7oj6gpAbYgw,2021/7/11,finance,37925,3545,1213867,0.002716714075098173
353,India Today is a Miracleâ¦But That Miracle is Under ThreatâTamil Nadu Finance Minister P Thiaga Rajan,ZMsam_0CObA,2022/8/20,finance,24181,4776,608005,0.003365314385340184
354,10 personal finance lessons that changed my life,bMXTGGxrQ3A,2021/11/3,finance,29610,1473,637152,0.0013776765750444671
355,Finance experts on the prospect of Sir Jim Ratcliffe buying a stake in Manchester United,_kGzxVf02M0,2022/8/18,finance,1692,268,93564,0.00019229052483467747
356,&#39;A Storm Is Brewing: Steve Forbes Warns That A &#39;Big Financial Crisis&#39; Is Coming | What&#39;s Ahead,mAukJsMg_xI,2022/7/14,finance,2236,595,118523,0.00041520555504276694
357,Become a Master of Finance with Harvard Professor Mihir Desai (with Lewis Howes),oSGld-eY7BM,2017/8/2,finance,4894,201,196484,0.0002092423213461734
358,"Finance influencer talks social media, retail hacks, and what to know when you travel",jNA6j8rsa3s,2022/8/20,finance,57,13,2548,9.119239396695342e-06
359,Ed Hyman: The Economy is Doing OK,vkBWC70edhw,2022/8/19,finance,319,180,29180,0.00012416838129234331
360,Introduction to Corporate Finance - FREE Course,5eGRi66iUfU,2016/11/19,finance,19352,597,1344472,0.0007681836576204435
361,No Consideration of Charges for UPI Services | Cleared Finance Ministrer Nirmala |,RbT6GksZOmk,2022/8/22,finance,404,30,22593,2.4505496240026376e-05
362,"Personal finance: How to save, spend, and think rationally about money | Big Think",0uYnj1i1EQw,2020/9/23,finance,40534,1851,1257676,0.0018107528906772963
363,BJP Slams Tamil Nadu Finance Minister Palanivel Thiagarajan For Questioning Centre On Freebies,KuttwkM3LEc,2022/8/17,finance,1289,1852,189066,0.0012727288449421073
364,bitcoin holders...what are these guys up to?,Rhbmn9elNcc,2022/8/24,crypto,2713,115,46082,0.00011640251057536244
365,I got sued,B95xYAfRCtY,2022/8/23,crypto,34468,4428,390348,0.003225910916039065
366,"The REAL REASON Bitcoin Will Hit $500,000 Per Coin By 2030 (NOT CLICKBAIT)",M5Ul0c_Wd-Q,2022/8/24,crypto,5595,641,77109,0.0004742076848821476
367,Attention: Bitcoin is About to Destroy New Crypto Investors (Wyckoff Analysis),U-WawEOgGLA,2022/8/23,crypto,1720,272,20600,0.0001945321944358147
368,ATOM COSMOS PREND SON ENVOL ð¥ DOSSIER MAJEUR DES BLOCKCHAINS ð #atom #cosmos #crypto #ethereum,TbAo2-I_UcU,2022/8/24,crypto,230,95,2201,6.566692862847975e-05
369,Youtuber Gets Sued By Crypto Millionaire,uPZOzWFr5KU,2022/8/24,crypto,27738,2355,474368,0.0018380467644105432
370,China&#39;s Economic CRASH: Why It&#39;s Coming &amp; What It Means,JJeWBxhXWGM,2022/8/23,crypto,12829,802,192740,0.0006830474672436165
371,woah...pay attention to bitcoin and these crypto,fhfcEigOfqA,2022/8/24,crypto,3405,171,57692,0.00015909551151762366
372,ALERT!!!!!!!! BITCOIN BREAKOUT NOW!!!!!?!! BUTâ?THIS IS VERY SCARY!!!! [watch fast]ð¨,wX4_IbxeDpU,2022/8/24,crypto,1908,199,23786,0.00014930269842983868
373,Top Crypto Experts On Ethereum Merge! (DXY vs Bitcoin),M9ASq40D1P8,2022/8/23,crypto,3400,170,45779,0.00015836831931995742
374,"Rep. Boebert skips crypto reporting cutoff, and cutting emissions with blockchain: CNBC Crypto World",E3R0mnnMP0k,2022/8/24,crypto,212,429,6443,0.00029478113113223694
375,The Next 72 Hours Could Make Or Break You! (Bitcoin &amp; Crypto Analysis),fatt4mTXxeI,2022/8/24,crypto,1700,60,21012,6.750457654400578e-05
376,Coinbase CEO Brian Armstrong on managing the crypto winter,GAUDp-iw6z0,2022/8/23,crypto,90,138,7050,9.485884835971378e-05
377,BITCOIN BREAKOUT IN 48 HOURS!!!!! I&#39;M SHAKING!!!!!,9Nv6cfEbWjs,2022/8/23,crypto,765,463,9585,0.00031896779426484804
378,MAJOR Indicator Flashes | But What Does It Mean For Bitcoin?,fABgTl593C4,2022/8/23,crypto,2645,102,35571,0.00010878456411864464
379,THIS WILL SHOCK EVERYONE!!!!!,lDcqVQnptw8,2022/8/24,crypto,827,568,8502,0.00039104020479474404
380,is the BITCOIN crash almost over or is it just getting started? Crypto News Today,JpJ2-wjxzCE,2022/8/24,crypto,626,49,7989,3.899925397288038e-05
381,GET READY FOR 25th-27th AUGUST !!!,L1IriPbz1EU,2022/8/24,crypto,2015,239,18216,0.00017597221857677212
382,One Asset Is About To Smash Bitcoin | Can You Still Invest?,WTsmsij8ge4,2022/8/24,crypto,3179,184,43235,0.00016118923181530342
383,48 HOURS UNTIL THE CRYPTO MARKET &quot;KNOWS!&quot; (CRUCIAL TIME FOR CRYPTO!),8JE0yOUAFmM,2022/8/24,crypto,431,154,4247,0.00010666437924848954
384,ð¨ 39 Days Until Europeâs Economic Death ð¨  [Russia Gas Crisis],ROcNcDiicGI,2022/8/24,crypto,1992,216,25115,0.00016107564861918435
385,ð¥5 CRYPTO COINS TO DCA SOON &amp; MAKE F*** YOU MONEY?! (URGENT!),uTrnjvYD1Bo,2022/8/23,crypto,1450,238,15689,0.00016973969175412742
386,Critical Ethereum Bug (Bitcoin Struggles for Momentum),Q_zgBWGwRpI,2022/8/24,crypto,1462,83,25316,7.331099751770563e-05
387,CRYPTO ABOUT TO REACT TO ECONOMIC COLLAPSE,mLXELbuQNQQ,2022/8/23,crypto,1324,249,30328,0.00017611263776985908
388,all eyes on these two...what will they do to bitcoin and markets?,bsWdHTTvn10,2022/8/23,crypto,2719,168,48051,0.00014375851939451965
389,"Takeoff, Rich The Kid - Crypto (Official Video)",EPQJHNXdJfM,2022/3/11,crypto,182663,6456,6366422,0.007318760698141964
390,FRIDAY IS A &quot;MASSIVE&quot; DAY FOR CRYPTO! FIND OUT WHY!,RxFc-B0nWaQ,2022/8/23,crypto,476,280,6160,0.00019293973675347771
391,Raoul Pal Update: Time Is Running Out &amp; Crypto Will Not Recover Untill It Happens,rwUuug2dzk0,2022/8/24,crypto,66,105,1616,7.216835395958007e-05
392,BITBOY CRYPTO SUES @Atozy  CRAZY CRYPTO STORY,CEZ2UPYnPUU,2022/8/24,crypto,105,51,1599,3.519473088466918e-05
393,Warren Buffet Hates Bitcoin! (How PMI Affects Crypto),JsU8L0Vd0DM,2022/8/23,crypto,1493,69,23035,6.676048641308489e-05
394,THIS MARKET IS EXTREMELY DEADLY WITHOUT A PLAN...HERE&#39;S MINE,kTwoBKSefKQ,2022/8/23,crypto,3638,314,39409,0.0002441437022410915
396,BINANCE JUST SCORED A HUGE WIN FOR CRYPTO ADOPTION! [The Afternoon Brew],h-NVvKlwItY,2022/8/24,crypto,257,27,2742,2.0232266812082253e-05
397,this is not good...but will it effect bitcoin?,2POK4LI1Xt4,2022/8/23,crypto,3091,200,52909,0.0001684227438360133
398,"WAVE COUNT FAVORS UP, as Crypto Market and Bitcoin Pause with Stock Market Elliott Waves Deep Dive",sPrDiRxRjNI,2022/8/23,crypto,3916,158,30871,0.0001640255722139471
399,NEW Crypto Gameplay *BROKEN LEGEND!* | Apex Legends Mobile,BrB7EgdkQ6Q,2022/8/24,crypto,357,101,10554,7.031178816713044e-05
400,"INVESTOR BIG SHORT INI MENJUAL 98% ASETNYA, APA ARTINYA UNTUK CRYPTOâï¸",e8IkcY-5SPw,2022/8/24,crypto,92,55,2546,3.7899847966738226e-05
401,BITCOIN 4 YEAR LOW ON EXCHANGES. FTX UP 1000% &amp; VOYAGER WANTS A BONUS?,lwk6GsEsOa8,2022/8/22,crypto,2258,125,28047,0.0001114303617887168
402,"Mt. Gox - Bitcoin to $10,000 ?",Q6D14KkvK3o,2022/8/23,crypto,2539,314,36410,0.0002300389881517362
403,DON XHONI - CRYPTO (Prod. by Rzon &amp; Pllumb),rRlyx054z20,2022/3/12,crypto,95151,3859,11805668,0.004477340750744402
404,WORST Housing Crash JUST STARTED! Life Changing Crypto Deals Incoming!,hguYY6DvuFA,2022/8/23,crypto,4303,360,46495,0.0002818736604425838
405,Market Drops ð NFTs in Trouble ð± FDIC Issues Warnings â?(Crypto This Week! ðð) #CryptoNews,y-Ai1SXe2n8,2022/8/22,crypto,2379,177,31510,0.00014278354256902644
406,"Large BITCOIN Wallets are BUYING, what do they KNOW? Crypto News Today",4rFglVbT-1M,2022/8/23,crypto,757,35,9099,3.3833758559489466e-05
407,Jerome Powell About To CRASH The Market?! This Can Move Crypto! (New Home Buyers Should Get Ready),M-PNseEteqQ,2022/8/23,crypto,310,114,4723,7.89270964191831e-05
408,Best Indicators for Crypto Day Trading (Effective),djKoPtWQa1o,2022/8/24,crypto,629,202,8867,0.0001401807585119556
409,ð´ URGENT Bitcoin Shocking Trend for Big Profit | Crypto News Today,L1myCVUeR4Q,2022/8/23,crypto,705,627,7516,0.0004312647409213404
410,Urgent! If You Hold ANY Crypto WATCH NOW! Terra Luna Classic Recovery!,qb9ldWdVJP4,2022/8/23,crypto,1021,634,11448,0.00043668539550091096
411,Bitcoin 4 Year Cycle Prediction - This May Change Your Mind On BTC,IsKI359lAbQ,2022/8/23,crypto,1606,183,27258,0.00013552608740203032
412,Crypto news today - Bitcoin price prediction (hindi/urdu),smp-vZwlyrQ,2022/8/24,crypto,418,71,5034,5.051925808961342e-05
413,ATTN: BITCOIN HODLERS!!!!!! LOOK WHATâS HAPPENING!!!!ð¨WARNING!!!! 72 HRS MAXIMUM!!!!!!!!,FCHw3qpog_Q,2022/8/23,crypto,1987,181,25648,0.00013917111636040257
415,Rubik&#39;s Cubes From Level 1 to Level 100 (WHAT&#39;S YOUR LEVEL?),KWYb7pxhhWM,2021/2/27,cubes,111085,18963,10963984,0.013563307934730397
416,My Rubik&#39;s Cube Collection! [200+ Cubes],MyDnyfS7c1g,2020/12/21,cubes,32280,2947,2570601,0.002305511001034895
417,How to Solve a 3x3 Rubik&#39;s Cube In No Time | The Easiest Tutorial,KGvQRaK1mvs,2019/5/24,cubes,511551,25520,49429306,0.02518310621975822
418,[2022] My Rubik&#39;s Cube Collection - Fun Fact Edition!,Qo9WqPfcMDQ,2021/12/22,cubes,15064,1245,1669884,0.0010183487494078447
419,Why did I order 3000 Rubik&#39;s cubes?,vgicYVYft3s,2022/8/23,cubes,23205,1028,235294,0.0010148786313939483
420,$2000 WORLD&#39;S BIGGEST CUBE UNBOXING,wsaYy-YHLWs,2021/11/26,cubes,9760,879,380649,0.0006801458537773536
421,EVERY RUBIK&#39;S CUBE FROM 1x1 TO 19x19,Zexcefmr0cY,2021/7/10,cubes,2025653,8188,58590655,0.0631241320178327
422,This Kid Solves RUBIK&#39;S CUBE In 5 Seconds..,cq1rdB4Nu4o,2020/2/17,cubes,233724,8895,10608521,0.009702406910373192
423,How to Solve a Rubik&#39;s Cube | WIRED,R-R0KrXvWbc,2019/9/5,cubes,339759,32717,29905105,0.025272681863020393
424,"Proof Thereâs 43,252,003,274,489,856,000 Rubik&#39;s Cube Combinations! ð¤¯",G1WctpbuWyk,2022/8/24,cubes,11069,298,156011,0.0004039858410126268
425,ROSHTEIN NEW AMAZING RECORD WIN ON CUBES 2!!,2qXhKXCILLg,2022/6/22,cubes,275,14,21114,1.341953937914127e-05
426,Solving Rubikâs cube of all sizes in record time,ymIF1sPtcJc,2021/12/3,cubes,46684,1770,1962673,0.0019326849957399415
427,My 10 Year Old Solved A Rubik&#39;s Cube!,Ycn6-ydiEeI,2022/5/8,cubes,11943,1582,838788,0.0011583168112544468
428,WHOSE CUBE IS THE BEST? âï¸ Family Cube Battle!!!,kkaF1pyhYAA,2020/7/4,cubes,20909,2455,1782074,0.0018347003209635742
429,Can you open this cube? Ft. @ZHC,R2SnOAXOqX0,2022/8/21,cubes,110517,493,1847672,0.0034936507227931713
430,Top 10 Coolest Rubik&#39;s Cube Mods!,eB5XX_-tiPs,2022/2/26,cubes,36738,967,2458686,0.0013955773517753192
431,HUGE $500 CUBE UNBOXING | What Cubes Did I Get?,JAxKVxo8LFI,2020/6/16,cubes,19054,1926,900960,0.0014597023373755427
432,Blue Rubikâs Cube ðµ,C_8BN_CL2tw,2022/4/7,cubes,228332,689,6329576,0.00724239387966874
433,Stickers VS Stickerless Rubik&#39;s Cubes,2ze9mm3tZTA,2021/2/23,cubes,39281,2003,2372539,0.0018912276894075498
434,Infinite cube glitch? ð¤,5Ab5rhdwEQw,2022/4/18,cubes,867676,8428,16209382,0.027712653336579185
435,18 PUZZLE MASSIVE UNBOXING ðµ (Puppets + Time Machines!?),rN-jJRLe0uY,2021/2/6,cubes,50788,1455,5281537,0.0020881435064930864
436,Magic trick to solve Rubik&#39;s Cube#shorts,nZ7m5UDvfps,2021/4/29,cubes,428683,2964,12964069,0.013724446323302941
437,How to solve a Rubikâs cube | The Easiest tutorial | Part 1,E7-0GYMCwyQ,2020/2/8,cubes,129552,4612,13278916,0.005633985793721856
438,CAN WE SOLVE RUBIK&#39;S CUBES MADE OF JELLY?? ð®,U8Y9a4ktw34,2021/4/3,cubes,9432,510,738726,0.0004758393552136213
439,TRICK To Solve Rubik Cube In Just 10 Seconds!!,axyNCiXeym8,2022/7/13,cubes,634419,7981,6170029,0.02052852887330862
440,POV: You Get a Shiny Cube on Easter,MtS9rIFQacU,2022/4/17,cubes,79852,2601,6149318,0.003252503113789752
441,Rubikâs Cubes Then vs Now #shorts,_LHo5ZRE3es,2022/5/28,cubes,60991,278,1134047,0.001931488171871794
442,Making the largest Rubikâs Cube - Guinness World Records,egGtItqv8ss,2020/3/24,cubes,82390,1772,10106841,0.0033427721439121035
443,Solving the huge Rubik&#39;s Cube 15X15 in record time,6MWTTiNhu7I,2020/3/13,cubes,636440,16875,39581966,0.023990969786950235
444,Evolution of the Rubik&#39;s Cube ð¥ð #shorts,c-UYuy7ttFg,2022/1/11,cubes,309903,995,7308863,0.009791873381073206
445,Can You spot the Fake Rubikâs Cube? ð¤,LIdwACwZ7E4,2021/11/7,cubes,837671,5178,23535618,0.026591107446857328
446,BEST VIDEO FOR SOLVING RUBIK&#39;S CUBE | BEGINNERS GUIDE,AuYVJWN-A2c,2020/11/17,cubes,51599,6817,4795109,0.005017177844991788
447,ð±2/2 Cube Solved in 1 second challenge#short #cube#tranding,CkhgF-bP2cc,2022/7/24,cubes,205854,338,4543326,0.006493108034123468
448,ð¯Triangle cube solving challenge #short #viralvideo #cuber #akcuber,ElSQJJ_dnSQ,2022/8/3,cubes,94707,81,2036446,0.0029887968403681155
449,It is IMPOSSIBLE to Un-Solve This Cube  (Cube but Forced),23-ZSXAdKkw,2022/4/20,cubes,308847,1487,5884330,0.009760471695934591
450,Rubik&#39;s cube spinner moves #shorts #rubikscube,BiLRJyI9KPk,2021/9/17,cubes,367266,1001,10125075,0.011624330470340245
451,Scrambled,kmrZyByO8Qc,2018/11/29,cubes,752667,6382,50348575,0.025394020716263285
452,INSANE WIN on Cubes 2 Slot! (Bonus Buy),mvhz2HTGf3k,2022/8/2,cubes,150,14,10146,1.0848499675833713e-05
454,Solve 3x3 rubik&#39;s cube ð,ulLge_FqRyI,2022/7/15,cubes,81516,77,3074914,0.002609631949311866
455,how to solve rubik&#39;s cube 3x3 - cube solve magic trick formula #shorts,fUwXjv-9VZU,2021/11/10,cubes,40407,149,1574015,0.0012997432551760102
456,Why ThÃ© Rubik&#39;s Cube Is PURPOSEFULLY Made BAD,l8nAhqoo_sE,2022/5/21,cubes,23288,1633,1360604,0.001358787490926956
457,Do metal ice cubes work?,kw1LyzdWaDo,2022/6/24,cubes,402045,2922,6742766,0.012766748998842942
458,Learn How to Solve a Rubik&#39;s Cube in 10 Minutes (Beginner Tutorial),7Ron6MN45LY,2018/9/19,cubes,461154,47971,38289391,0.0362914765181084
459,Ice Cube - It Was A Good Day,h4UqMyldS7Q,2009/2/24,cubes,2307773,71897,168546247,0.09130660147693735
460,Secret Rubikâs cube hiding spot ð¤« *Transforming Cubes* ð±,9y9hhI90Vk8,2021/11/2,cubes,738796,1960,24994827,0.023420565641352874
461,BEST Magic Show in the world - Genius Rubik&#39;s Cube Magician America&#39;s Got Talent,PFA-RmV_wG0,2016/9/29,cubes,954935,28908,94900199,0.039358716477938094
462,When your Rubik&#39;s Cube is from the year 3000,5s5BSfHKauw,2022/7/2,cubes,7004,412,457957,0.000366860357496066
463,Shark Tank US | Lori Gives Out Her Golden Ticket To Souper Cubes!,gwKFZlyZ99E,2021/7/26,cubes,41945,1808,3157064,0.0018887779832890176
464,STOCKFISH CRUSHES... Stockfish?!,0w7AcgGAPss,2022/8/24,chess,11053,1264,180651,0.0009353470217168625
465,Chess.com Makes Offer To Play Magnus Group,DP-K0mYHeD0,2022/8/24,chess,1411,221,36310,0.00015827456919661846
466,FIDE Dunks On Magnus? Why Do They Hate Online Chess?,xHWuoy4yJGo,2022/8/23,chess,1569,167,55539,0.00012521094854753135
467,Chess.com Buys Play Magnus!!! (+ Awesome Game),hUiimkqWupY,2022/8/24,chess,2547,263,85191,0.00019810564579153715
468,The 4 WORST Chess Openings,GLpYQCCcZ6w,2022/8/23,chess,8907,1122,170926,0.0008202672249002328
469,"Champions Chess Tour: FTX Crypto Cup | Day 6 | Commentary by David, Jovanka, Kaja &amp; Simon",9FPqc2iXd0U,2022/8/20,chess,1678,83,141306,8.1316552025733e-05
470,Elefante38 IMPRESSIONA SUPER GM!,2pt9bQzRCYs,2022/8/24,chess,8738,412,53211,0.0003941225629550042
471,A brief history of chess - Alex Gendler,YeB-1F-UKO0,2019/9/12,chess,176829,6375,7571701,0.007178277037138777
472,The History Of Chess: A Reflection Of Us,kkOweffr3II,2022/8/21,chess,2546,173,51885,0.00014347850320756773
473,*NEW* FPS Chess Game Mode,JGe7fInlJaM,2022/8/4,chess,137884,4568,3068118,0.005364000459886266
474,I Made a BETTER Chess,mcivL8u176Y,2022/6/25,chess,77110,6113,1457290,0.004846939866526292
475,How To Learn &amp; Study Chess Openings,6IegDENuxU4,2020/12/17,chess,77520,1947,2213038,0.0027999035581170954
476,Best Chess Opening for White After 1.e4 | Scotch Gambit Traps,UApgiHQKemk,2022/8/24,chess,621,38,21164,3.2777950671664086e-05
477,Endgame closure | CM Crevatin Leo - IM Yuri Lapshun | Blitz chess,gVqeaFLr9Ec,2022/8/24,chess,52,11,2471,7.743059469611647e-06
478,FINALS: Can Fedoseev Stop Hansenâs Undefeated Finals Run? Fischer Random Championship | Qual. 1,U5RPDMEjucw,2022/8/24,chess,519,9,40223,1.8736543139842294e-05
479,"Champions Chess Tour: FTX Crypto Cup | Day 1 | Commentary by David, Jovanka, Kaja &amp; Simon",p5kFz_RdhPQ,2022/8/15,chess,1521,47,103248,6.028513334346159e-05
480,Please Stalemate Me,mhhJFWsAHlo,2022/8/24,chess,1643,59,38688,6.591113718779343e-05
481,3 WINS AGAINST MAGNUS CARLSEN!!,Zxp5hZIwSEc,2022/8/22,chess,9544,820,198004,0.0006388056223802992
482,How To Play Chess: The Ultimate Beginner Guide,OCSbzArwB10,2020/12/2,chess,98001,3626,2615459,0.003979368434486967
483,Numbaa 7 - Chess (Exclusive By: @HalfpintFilmz),zpYdgUoitd4,2021/7/2,chess,34514,1228,1469736,0.0013954162907517938
484,Chess.com Buying Chess24? What About Lichess? Hikaru vs Magnus Every Week?,PSEgcXUy9zU,2022/8/24,chess,239,20,4130,1.5669626621582946e-05
485,Champions Chess Tour: FTX Crypto Cup | Day 6 | Commentary by Peter Leko &amp; Lawrence Trent,yf5O-PcU5WQ,2022/8/20,chess,736,39,74253,3.760017975853529e-05
486,"Champions Chess Tour: FTX Crypto Cup | Day 7 | Commentary by David, Jovanka, Kaja &amp; Simon",nGrFH7v3Z_E,2022/8/21,chess,2765,200,193604,0.000165865396050521
487,"Champions Chess Tour: FTX Crypto Cup | Day 4 | Commentary by David, Jovanka, Kaja &amp; Simon",NpJRRFH7xKI,2022/8/18,chess,1444,46,108383,5.829020494238788e-05
488,Champions Chess Tour: FTX Crypto Cup | Day 7 | Commentary by Peter Leko &amp; Lawrence Trent,yO0c4ztKHdk,2022/8/21,chess,901,53,78841,4.8045167435705395e-05
489,Ultimate Showdown || Carlsen vs Praggnanandhaa || FTX Crypto Cup (2022),M1ZAP5H_o8s,2022/8/21,chess,4783,184,137405,0.00019761976905223428
490,"Chess Trash Talker Says He&#39;ll Smoke Me, So I Bet $100",PBTy3TqWmgk,2022/8/16,chess,5444,684,229865,0.0005015017547253704
491,7 MOST COMMON Chess Mistakes,SXrKRA_KZ5k,2021/9/14,chess,46158,2486,1142057,0.002246740059866908
492,9-Year-Old Boy Defeats A Professional Chess Streamer,CS3RauXJzBA,2021/11/23,chess,160983,6443,13844095,0.007120065219211775
493,"Champions Chess Tour: FTX Crypto Cup | Day 2 | Commentary by David, Jovanka, Kaja &amp; Simon",#NAME?,2022/8/16,chess,1234,44,92760,5.163831920453362e-05
494,Bobby Fischer crushes Chilean Chess Champion in 23 moves | 1960,_9Ly6jx2uz8,2022/4/5,chess,7927,603,466494,0.0004897607279109055
495,"$150K On The Line: Hikaru, Fabi, Nepo, and More Battle In Rapid Chess Championship Finals! | Day One",4y4V0ndpyJk,2022/8/18,chess,814,27,55105,3.29522100114455e-05
496,Magnus Smiling Entire Game Against Alireza || FTX Crypto Cup (2022),cGlAN4YxWVw,2022/8/20,chess,4232,283,124442,0.00023640004447409785
497,I Was SHOCKED When I Heard This Chess Hustler&#39;s Rating,BkC1xEZn-6o,2022/6/10,chess,10670,1189,1020154,0.0008998869880707862
498,Pragg Beats Super GM in &quot;10 Moves&quot;!,Rk4bAofG8xE,2022/8/18,chess,8534,517,254621,0.0004469135279754088
499,"Opening Prep Is Uselessâ?Vidit, Bok, Hansen, and More in Fischer Random KO! | Qualifier One",vK00aD8FmsE,2022/8/23,chess,589,17,47926,2.3358370363446728e-05
500,Human Chess In Real Life With 32 Real Humans As Pieces !! You Win Or DiÃ©,wxuyqABS6kQ,2021/12/12,chess,136598,4140,5231674,0.005216554664850663
501,"Champions Chess Tour: FTX Crypto Cup | Day 3 | Commentary by David, Jovanka, Kaja &amp; Simon",DCHo5HSIkRA,2022/8/17,chess,1314,84,100586,7.299709413101977e-05
502,TOP 10 Chess Grandmaster CRUSHED In 10 Moves!,Jc3TgOaC_5Q,2022/8/19,chess,9062,452,200847,0.00042240744268111385
503,Using Magnus Carlsen to CHEAT in Chess,zdsdEVngg7Y,2021/4/22,chess,90491,1633,2854238,0.003089588772985261
504,Punishing Beginner Mistakes | Ponziani Opening,D2Gs5upS1AA,2020/9/2,chess,44471,1359,2853191,0.001748530615945825
505,Learn to Play Chess Today in Less Than 10 Minutes,hF4X7ZkaRTE,2021/1/18,chess,19895,1434,1094217,0.0011810897834875394
506,Why Did the Worldâs Best Chess Player Go Insane?,Od3gG13tyf8,2022/3/4,chess,143561,8930,3854528,0.007626316387879337
507,I Trained Like A Chess Grandmaster,t8IVLOM1fXI,2021/10/7,chess,117286,4398,3128517,0.004786805975403598
508,Chess in a Nutshell,D2RrRsBgbv0,2020/8/12,chess,219213,5353,5423172,0.00784032019167082
509,How to Assess ANY Chess Position: The Ultimate Guide,#NAME?,2022/8/24,chess,58,21,601,1.4542666316487633e-05
510,The Master Alekhine,JLt4ZYoaj3c,2022/8/24,chess,383,14,4951,1.5415017137656776e-05
511,"Apple Announces Fall iPhone Event (iPhone 14, Apple Watch Pro &amp; More)",4hzVivXyhyo,2022/8/24,apple,915,107,47811,7.934497148792342e-05
512,Apple&#39;s  September 7th iPhone 14 Event Everything Leaked!,9Q9z1cDxo50,2022/8/24,apple,1294,163,42191,0.00011933687058403628
513,Apple September 7 iPhone 14 Event ANNOUNCED! ð¥³ EVERYTHING We&#39;re Getting!,pv5v20md5Sk,2022/8/24,apple,4187,723,83807,0.0005139212910669487
514,"iPhone 14 Event = RUINED! FIRST LOOK at EVERYTHING! iPhone 14 Pro, Apple Watch S8 + ONE MORE THING!",epMDcAG_YjQ,2022/8/23,apple,7385,1081,132072,0.0007781270568294097
515,iPhone 14 Apple Event Announced! Here&#39;s What We&#39;ll Get..,eqOWtZHQV3I,2022/8/24,apple,3586,295,108055,0.00023254068040997458
516,Apple September 2022 Event - 8 Things to Expect!,ByVAo54hYeQ,2022/8/20,apple,5638,520,255839,0.0004010337339900352
517,Was bringt das Apple-September-2022-Event - 4K | Apfeltalk,be1frkduYbY,2022/8/24,apple,184,47,1954,3.280469598288506e-05
518,VÃ¬ sao pin Apple Watch kÃ©m hÆ¡n nhiá»u cÃ¡c smartwatch khÃ¡c? RTOS lÃ  gÃ¬?,kmHrlTdUYwM,2022/8/24,apple,282,29,9401,2.185984780586946e-05
519,"Apple warns of security vulnerability in iPhones, iPads and Macs",otsvpBxGtKQ,2022/8/20,apple,478,137,31657,9.546480963431797e-05
520,"Keynote Apple le 7 Septembre : C&#39;est Officiel ! iPhone 14, Watch Series 8 ... On fait le point !",VHQq2fLD7AU,2022/8/24,apple,358,21,4639,1.8301627583798866e-05
521,Apple September Event - Every NEW Product Revealed!,cqwpLa7eN54,2022/8/16,apple,4248,593,154901,0.0004294333887675495
522,Apple iPhone 14 Event is here ð¥ Big Good news for iPhone lovers â¤ï¸,AlHcBLIJXeI,2022/8/24,apple,1818,181,27676,0.00013689000642695337
523,I Used the CHEAPEST M2 MacBook Air for 30 days!,JV_twMJbCik,2022/8/24,apple,1916,209,61195,0.0001560159632957335
524,iPhone 14 Pro Max First Look,P3Q5XYacz5E,2022/5/13,apple,91267,8050,5210940,0.006283145301691434
525,Why iPhone 14 is so good | Apple fired someone,N1kjLnSv6Wg,2022/7/30,apple,5409,698,378563,0.0005127721076539913
